marka,model,ostecenje,snaga,registrovan,kilometraza,kubikaza,gorivo,mjenjac,god,cena
BMW,X1,Bez oštećenja,143,Ne,279000,1995,Dizel,Automatski,2011,9900
Land Rover,Discovery Sport,Bez oštećenja,150,Ne,180000,1995,Dizel,Automatski,2017,18500
Citroen,C3 Aircross,Bez oštećenja,102,Ne,176000,1499,Dizel,Manuelni,2020,10950
Audi,Q5,Bez oštećenja,163,Da,164000,2000,Dizel,Automatski,2017,32000
Mazda,CX-60,Bez oštećenja,325,Ne,5,2488,Hibrid benzin,Automatski,2024,59990
Renault,Clio,Bez oštećenja,90,Da,143000,1500,Dizel,Automatski,2019,8750
Mercedes Benz,GL 420,Bez oštećenja,306,Da,320000,3996,Dizel,Automatski,2008,14000
Škoda,Superb,Bez oštećenja,201,Da,231000,2000,Dizel,Automatski,2021,24250
Peugeot,3008,Bez oštećenja,130,Ne,147000,1500,Dizel,Automatski,2021,18600
Audi,Q8,Bez oštećenja,285,Da,125000,3000,Hibrid dizel,Automatski,2019,64000
Mercedes Benz,GLE 53,Bez oštećenja,435,Da,61785,2999,Hibrid benzin,Automatski,2020,105000
Renault,Clio,Bez oštećenja,90,Ne,31000,898,Benzin,Manuelni,2018,11500
Mercedes Benz,GLC 250,Bez oštećenja,204,Da,100000,2143,Dizel,Automatski,2017,34500
Citroen,C3,Bez oštećenja,82,Ne,94000,1200,Benzin,Manuelni,2017,8450
Audi,A3,Bez oštećenja,110,Da,211000,1600,Dizel,Manuelni,2015,12200
Audi,Q5,Bez oštećenja,239,Da,265000,2996,Dizel,Automatski,2010,15500
Audi,A5,Bez oštećenja,190,Da,271453,2700,Dizel,Automatski,2007,7950
Alfa Romeo,Giulietta,Bez oštećenja,104,Ne,183000,1600,Dizel,Manuelni,2013,6950
BMW,X6,Bez oštećenja,234,Da,217000,2998,Dizel,Automatski,2009,16900
BMW,318,Bez oštećenja,141,Da,203000,2000,Dizel,Manuelni,2013,11500
Volkswagen,Golf 5,Bez oštećenja,90,Da,278425,1900,Dizel,Manuelni,2005,4300
Citroen,C5 Aircross,Bez oštećenja,131,Ne,58010,1500,Dizel,Automatski,2021,19980
Volvo,V90 Cross Country,Bez oštećenja,190,Ne,153917,2000,Dizel,Automatski,2018,26980
Volvo,XC 60,Bez oštećenja,190,Da,97250,2000,Dizel,Automatski,2017,29980
Toyota,Yaris,Bez oštećenja,125,Da,38660,1500,Benzin,Manuelni,2022,19980
Toyota,C-HR,Bez oštećenja,122,Ne,85650,1798,Hibrid benzin,Automatski,2020,20980
Audi,Q7,Bez oštećenja,286,Da,0,2967,Dizel,Automatski,2024,108000
Mercedes Benz,CLA 200,Bez oštećenja,136,Da,101000,2200,Dizel,Tiptronik,2016,20500
Mercedes Benz,B 180,Bez oštećenja,108,Da,250000,1500,Dizel,Automatski,2014,9800
Volkswagen,Golf 7.5,Bez oštećenja,301,Da,112000,2000,Benzin,Automatski,2019,33000
Kia,Stonic,Bez oštećenja,99,Da,500,1368,Benzin,Automatski,2024,18990
Mercedes Benz,ML 350,Bez oštećenja,258,Da,248000,3000,Dizel,Automatski,2013,24000
BMW,X6 M50,Bez oštećenja,381,Da,168000,2993,Dizel,Tiptronik,2016,43000
Kia,Stonic,Bez oštećenja,99,Da,500,1368,Benzin,Automatski,2024,18990
Mercedes Benz,ML 350,Bez oštećenja,258,Da,248000,3000,Dizel,Automatski,2013,24000
BMW,X6 M50,Bez oštećenja,381,Da,168000,2993,Dizel,Tiptronik,2016,43000
Ford,Ranger,Bez oštećenja,199,Da,121680,3198,Dizel,Automatski,2018,23600
Volvo,XC 60,Bez oštećenja,174,Da,200000,2000,Dizel,Automatski,2014,13950
Opel,Agila,Bez oštećenja,93,Da,180000,1242,Benzin,Manuelni,2013,4950
Lincoln,Navigator,Bez oštećenja,304,Da,145000,5400,Benzin,Automatski,2003,12500
Mazda,CX-5,Bez oštećenja,149,Da,280000,2200,Dizel,Automatski,2015,12000
Volkswagen,Golf 6,Bez oštećenja,110,Da,255000,1998,Dizel,Manuelni,2009,6500
Audi,A3,Bez oštećenja,105,Da,175000,1596,Dizel,Manuelni,2010,4350
Toyota,RAV 4,Bez oštećenja,142,Da,178000,1995,Dizel,Manuelni,2017,20000
Renault,Scenic,Bez oštećenja,95,Da,273010,1500,Dizel,Manuelni,2012,5500
Peugeot,5008,Bez oštećenja,149,Da,226755,1980,Dizel,Manuelni,2010,5850
Škoda,Octavia,Bez oštećenja,110,Da,184000,1600,Dizel,Manuelni,2016,12150
Volkswagen,Caddy,Bez oštećenja,102,Da,305000,16,Dizel,Manuelni,2012,9950
Peugeot,406,Bez oštećenja,109,Da,372000,2000,Dizel,Manuelni,2001,1300
Volkswagen,Golf 7.5,Bez oštećenja,115,Da,190000,1600,Dizel,Manuelni,2019,13500
Peugeot,307,Bez oštećenja,89,Da,290700,1600,Dizel,Manuelni,2007,3250
Audi,A3,Bez oštećenja,140,Ne,254000,2000,Dizel,Manuelni,2009,7350
Volkswagen,Passat,Bez oštećenja,136,Ne,218000,2000,Dizel,Automatski,2010,6500
Fiat,Qubo,Bez oštećenja,95,Ne,220000,1300,Dizel,Manuelni,2010,5400
Mercedes Benz,C 200,Bez oštećenja,136,Da,333026,2200,Dizel,Manuelni,2011,8700
BMW,320,Bez oštećenja,136,Da,258000,2000,Dizel,Manuelni,2000,2200
Audi,Q5,Bez oštećenja,170,Da,272000,1968,Dizel,Manuelni,2010,11799
Volkswagen,Golf 7,Bez oštećenja,104,Da,204000,1600,Dizel,Manuelni,2014,8999
Mercedes Benz,B 180,Bez oštećenja,108,Da,315000,2000,Dizel,Automatski,2007,3700
Volkswagen,Golf 5,Bez oštećenja,74,Da,300000,1968,Dizel,Manuelni,2004,3000
Audi,A5,Bez oštećenja,149,Da,233000,2000,Dizel,Automatski,2018,26900
Smart,forTwo,Bez oštećenja,55,Ne,26123,,Električno,,2021,14990
Kia,Stonic,Bez oštećenja,84,Da,0,1200,Benzin,Manuelni,2023,16500
Citroen,C3,Bez oštećenja,73,Da,170000,1300,Benzin,Manuelni,2005,1200
Volkswagen,Golf 7,Bez oštećenja,104,Da,280000,1600,Dizel,Manuelni,2013,8200
Audi,A4,Bez oštećenja,190,Da,320000,2700,Dizel,Automatski,2008,8000
Volkswagen,Sharan,Bez oštećenja,140,Ne,213000,1968,Dizel,Automatski,2011,8800
Audi,A3,Bez oštećenja,110,Da,215000,1600,Dizel,Automatski,2015,13900
Volkswagen,Golf 6,Bez oštećenja,105,Da,300000,1600,Dizel,Manuelni,2009,7100
Audi,A5,Bez oštećenja,149,Da,233000,2000,Dizel,Automatski,2018,26900
Smart,forTwo,Bez oštećenja,55,Ne,26123,,Električno,,2021,14990
Kia,Stonic,Bez oštećenja,84,Da,0,1200,Benzin,Manuelni,2023,16500
Citroen,C3,Bez oštećenja,73,Da,170000,1300,Benzin,Manuelni,2005,1200
Volkswagen,Golf 7,Bez oštećenja,104,Da,280000,1600,Dizel,Manuelni,2013,8200
Audi,A4,Bez oštećenja,190,Da,320000,2700,Dizel,Automatski,2008,8000
Volkswagen,Sharan,Bez oštećenja,140,Ne,213000,1968,Dizel,Automatski,2011,8800
Audi,A3,Bez oštećenja,110,Da,215000,1600,Dizel,Automatski,2015,13900
Volkswagen,Golf 6,Bez oštećenja,105,Da,300000,1600,Dizel,Manuelni,2009,7100
Volkswagen,Touran,Bez oštećenja,104,Da,250000,1900,Dizel,Automatski,2009,6300
Volkswagen,Golf 4,Bez oštećenja,110,Da,330000,1900,Dizel,Manuelni,2001,2200
Mazda,CX-5,Bez oštećenja,176,Da,270000,2191,Dizel,Tiptronik,2015,15100
Volkswagen,Scirocco,Bez oštećenja,140,Da,320500,1968,Dizel,Automatski,2010,8500
Peugeot,2008,Bez oštećenja,92,Da,189000,1560,Dizel,Manuelni,2013,8850
Audi,A4,Bez oštećenja,177,Da,227000,2000,Dizel,Manuelni,2013,13900
BMW,320,Bez oštećenja,142,Da,280000,2000,Dizel,Manuelni,2013,10900
Volkswagen,Touran,Bez oštećenja,140,Da,253258,20,Dizel,Manuelni,2013,7950
Nissan,X-Trail,Bez oštećenja,136,Da,319000,2200,Dizel,Manuelni,2006,5800
Volkswagen,Golf 7,Bez oštećenja,184,Da,230200,1968,Dizel,Automatski,2013,16500
Volkswagen,Golf 6,Bez oštećenja,170,Ne,218000,2000,Dizel,Automatski,2012,12400
Volkswagen,Polo,Bez oštećenja,70,Da,210000,1400,Dizel,Manuelni,2005,2900
Škoda,Octavia,Bez oštećenja,105,Ne,217000,1600,Dizel,Manuelni,2009,6300
Volkswagen,Passat,Bez oštećenja,140,Ne,211000,2000,Dizel,Manuelni,2010,7999
Volkswagen,Golf 6,Bez oštećenja,170,Ne,206000,2000,Dizel,Manuelni,2011,10300
Kia,Cee`d,Bez oštećenja,128,Ne,251000,1600,Dizel,Manuelni,2013,6777
Audi,A1,Bez oštećenja,105,Ne,179000,1600,Dizel,Manuelni,2013,8900
BMW,118,Bez oštećenja,143,Ne,247000,2000,Dizel,Manuelni,2010,6400
Škoda,Octavia,Bez oštećenja,105,Ne,224000,1600,Dizel,Manuelni,2011,6777
Audi,A4,Bez oštećenja,190,Da,92000,1968,Dizel,Automatski,2019,27950
Volkswagen,Passat,Bez oštećenja,118,Da,196000,1598,Dizel,Automatski,2019,17490
Peugeot,3008,Bez oštećenja,112,Ne,300000,1600,Dizel,Manuelni,2012,6300
Audi,A5,Bez oštećenja,150,Ne,185700,2000,Dizel,Automatski,2019,22999
Volkswagen,Golf Plus,Bez oštećenja,140,Da,248000,1966,Dizel,Manuelni,2009,7300
Volkswagen,Cross Touran,Bez oštećenja,140,Da,297000,2000,Dizel,Automatski,2011,10500
Alfa Romeo,GT,Bez oštećenja,150,Ne,237000,1900,Dizel,Manuelni,2006,3500
Peugeot,208,Bez oštećenja,68,Da,202252,1400,Dizel,Automatski,2012,6900
Volkswagen,Golf 6,Bez oštećenja,170,Ne,206000,2000,Dizel,Manuelni,2011,10300
Kia,Cee`d,Bez oštećenja,128,Ne,251000,1600,Dizel,Manuelni,2013,6777
Audi,A1,Bez oštećenja,105,Ne,179000,1600,Dizel,Manuelni,2013,8900
BMW,118,Bez oštećenja,143,Ne,247000,2000,Dizel,Manuelni,2010,6400
Škoda,Octavia,Bez oštećenja,105,Ne,224000,1600,Dizel,Manuelni,2011,6777
Audi,A4,Bez oštećenja,190,Da,92000,1968,Dizel,Automatski,2019,27950
Volkswagen,Passat,Bez oštećenja,118,Da,196000,1598,Dizel,Automatski,2019,17490
Peugeot,3008,Bez oštećenja,112,Ne,300000,1600,Dizel,Manuelni,2012,6300
Audi,A5,Bez oštećenja,150,Ne,185700,2000,Dizel,Automatski,2019,22999
Volkswagen,Golf Plus,Bez oštećenja,140,Da,248000,1966,Dizel,Manuelni,2009,7300
Volkswagen,Cross Touran,Bez oštećenja,140,Da,297000,2000,Dizel,Automatski,2011,10500
Alfa Romeo,GT,Bez oštećenja,150,Ne,237000,1900,Dizel,Manuelni,2006,3500
Peugeot,208,Bez oštećenja,68,Da,202252,1400,Dizel,Automatski,2012,6900
Audi,A5,Bez oštećenja,140,Da,280000,1968,Dizel,Automatski,2012,11800
BMW,116,Bez oštećenja,116,Da,278000,1600,Benzin,Manuelni,2006,4200
BMW,316,Bez oštećenja,115,Da,215000,2000,Dizel,Manuelni,2013,8500
Renault,Megane,Bez oštećenja,110,Da,220000,1500,Dizel,Manuelni,2014,7000
Mercedes Benz,E 220,Bez oštećenja,170,Da,302000,2200,Dizel,Automatski,2013,15900
Chevrolet,Orlando,Bez oštećenja,130,Da,159000,1998,Dizel,Manuelni,2013,6800
Ford,Kuga,Bez oštećenja,140,Da,214000,1997,Dizel,Manuelni,2013,11900
Nissan,Qashqai,Bez oštećenja,130,Da,211000,1598,Dizel,Manuelni,2012,8700
Mercedes Benz,B 180,Bez oštećenja,108,Da,285000,1461,Dizel,Automatski,2015,12400
Peugeot,Partner,Bez oštećenja,102,Da,0,1499,Dizel,Manuelni,2024,25200
Opel,Astra,Bez oštećenja,100,Da,28000,1700,Dizel,Manuelni,2000,90000
Audi,A3,Bez oštećenja,104,Da,210147,1598,Dizel,Automatski,2014,10500
Audi,A5,Bez oštećenja,150,Ne,181029,1996,Dizel,Automatski,2019,22999
Smart,forFour,Bez oštećenja,71,Da,67000,999,Benzin,Automatski,2017,9000
BMW,X1,Bez oštećenja,136,Da,217000,1800,Dizel,Automatski,2016,16500
Renault,Scenic,Bez oštećenja,106,Da,257276,1500,Dizel,Manuelni,2010,3400
Renault,Clio,Bez oštećenja,90,Ne,187000,1461,Dizel,Manuelni,2013,5950
BMW,120,Bez oštećenja,184,Da,214000,2000,Dizel,Automatski,2013,14000
Volkswagen,Caddy,Bez oštećenja,69,Ne,300000,20,Dizel,Manuelni,2006,4300
Ford,Kuga,Bez oštećenja,140,Ne,232000,2000,Dizel,Automatski,2013,10999
Renault,Clio,Bez oštećenja,88,Da,225000,1500,Dizel,Manuelni,2011,4500
Audi,A6,Bez oštećenja,190,Da,287000,2700,Dizel,Automatski,2009,6500
Mercedes Benz,GLE 53,Bez oštećenja,435,Ne,97621,2999,Hibrid benzin,Automatski,2021,75050
Mercedes Benz,B 180,Bez oštećenja,108,Da,285000,1461,Dizel,Automatski,2015,12400
Peugeot,Partner,Bez oštećenja,102,Da,0,1499,Dizel,Manuelni,2024,25200
Opel,Astra,Bez oštećenja,100,Da,28000,1700,Dizel,Manuelni,2000,90000
Audi,A3,Bez oštećenja,104,Da,210147,1598,Dizel,Automatski,2014,10500
Audi,A5,Bez oštećenja,150,Ne,181029,1996,Dizel,Automatski,2019,22999
Smart,forFour,Bez oštećenja,71,Da,67000,999,Benzin,Automatski,2017,9000
BMW,X1,Bez oštećenja,136,Da,217000,1800,Dizel,Automatski,2016,16500
Renault,Scenic,Bez oštećenja,106,Da,257276,1500,Dizel,Manuelni,2010,3400
Renault,Clio,Bez oštećenja,90,Ne,187000,1461,Dizel,Manuelni,2013,5950
BMW,120,Bez oštećenja,184,Da,214000,2000,Dizel,Automatski,2013,14000
Volkswagen,Caddy,Bez oštećenja,69,Ne,300000,20,Dizel,Manuelni,2006,4300
Ford,Kuga,Bez oštećenja,140,Ne,232000,2000,Dizel,Automatski,2013,10999
Renault,Clio,Bez oštećenja,88,Da,225000,1500,Dizel,Manuelni,2011,4500
Audi,A6,Bez oštećenja,190,Da,287000,2700,Dizel,Automatski,2009,6500
Mercedes Benz,GLE 53,Bez oštećenja,435,Ne,97621,2999,Hibrid benzin,Automatski,2021,75050
Kia,K2500,Bez oštećenja,140,Da,149000,2500,Dizel,Automatski,2005,4500
Volkswagen,Tiguan,Bez oštećenja,140,Da,225450,2000,Dizel,Manuelni,2009,9000
Nissan,X-Trail,Bez oštećenja,100,Da,255000,2184,Dizel,Manuelni,2003,3300
Volkswagen,Golf 6,Bez oštećenja,170,Da,236623,2000,Dizel,Manuelni,2012,11000
Audi,S5,Bez oštećenja,354,Da,220000,4200,Benzin,Automatski,2009,22800
Citroen,C4 Cactus,Bez oštećenja,120,Ne,197000,1500,Dizel,Manuelni,2020,9850
Hyundai,i30,Bez oštećenja,122,Da,142000,1598,Benzin,Manuelni,2008,4400
Audi,A6,Bez oštećenja,176,Ne,215030,2000,Dizel,Automatski,2012,13000
Peugeot,3008,Bez oštećenja,131,Ne,136228,1499,Dizel,Automatski,2020,17450
Volkswagen,Golf 7,Bez oštećenja,110,Da,260000,1600,Dizel,Automatski,2015,9850
Lada,Kalina,Bez oštećenja,81,Da,98000,1598,Benzin,Manuelni,2006,1200
Renault,Clio,Bez oštećenja,88,Da,280000,1500,Dizel,Manuelni,2012,5250
BMW,218 Active Tourer,Bez oštećenja,149,Da,236550,1995,Dizel,Manuelni,2015,11800
Audi,A4,Bez oštećenja,176,Ne,205000,2000,Dizel,Automatski,2014,14500
Mercedes Benz,GLE 300,Bez oštećenja,244,Ne,118000,1995,Dizel,Automatski,2020,65000
Volkswagen,Golf 7,Bez oštećenja,150,Da,195000,2000,Dizel,Manuelni,2017,17500
Mercedes Benz,A 180,Bez oštećenja,116,Ne,186000,1500,Dizel,Automatski,2019,19200
Audi,A3,Bez oštećenja,150,Da,273000,2000,Dizel,Manuelni,2017,18000
Audi,A8,Bez oštećenja,258,Da,122500,3000,Dizel,Automatski,2015,28500
Audi,A8,Bez oštećenja,250,Da,278000,30,Dizel,Automatski,2011,22000
Opel,Agila,Bez oštećenja,58,Da,233500,1000,Benzin,Manuelni,2001,70000
Mercedes Benz,A 180,Bez oštećenja,116,Ne,186000,1500,Dizel,Automatski,2019,19200
Audi,A3,Bez oštećenja,150,Da,273000,2000,Dizel,Manuelni,2017,18000
Audi,A8,Bez oštećenja,258,Da,122500,3000,Dizel,Automatski,2015,28500
Audi,A8,Bez oštećenja,250,Da,278000,30,Dizel,Automatski,2011,22000
Opel,Agila,Bez oštećenja,58,Da,233500,1000,Benzin,Manuelni,2001,70000
Kia,Sportage,Bez oštećenja,116,Ne,149200,1685,Dizel,Manuelni,2011,9300
Peugeot,308,Bez oštećenja,89,Da,247000,1600,Dizel,Manuelni,2015,7200
Citroen,C3,Bez oštećenja,86,Da,59000,1200,Benzin,Manuelni,2017,8950
Audi,A6,Bez oštećenja,218,Da,244000,2997,Dizel,Automatski,2015,20000
Dacia,Duster,Bez oštećenja,104,Da,237000,1500,Dizel,Manuelni,2011,6800
Peugeot,308,Bez oštećenja,131,Ne,179000,1199,Benzin,Automatski,2020,11800
Citroen,C4,Bez oštećenja,131,Ne,182000,1499,Dizel,Automatski,2021,15400
Renault,Megane,Bez oštećenja,110,Da,250000,1461,Dizel,Automatski,2017,9300
Fiat,Grande Punto,Bez oštećenja,74,Da,270000,1300,Dizel,Manuelni,2005,2400
Mercedes Benz,E 400,Bez oštećenja,331,Da,156000,2925,Dizel,Automatski,2020,63000
Volkswagen,Golf 6,Bez oštećenja,110,Da,297000,1999,Dizel,Manuelni,2009,6800
Audi,A6,Bez oštećenja,204,Da,270000,2967,Dizel,Automatski,2013,13900
Peugeot,308,Bez oštećenja,131,Ne,199600,1500,Dizel,Manuelni,2020,9800
Mercedes Benz,C 250,Bez oštećenja,205,Da,198000,2143,Dizel,Automatski,2017,18000
Volkswagen,Passat,Bez oštećenja,140,Da,341000,2000,Dizel,Automatski,2010,7500
Volkswagen,Caddy,Bez oštećenja,104,Ne,162000,1600,Dizel,Automatski,2013,9700
Alfa Romeo,MiTo,Bez oštećenja,84,Ne,261084,1300,Dizel,Manuelni,2011,4550
Peugeot,308,Bez oštećenja,111,Da,276546,16,Dizel,Automatski,2011,5000
Mercedes Benz,B 180,Bez oštećenja,108,Da,265000,1800,Dizel,Automatski,2012,9600
Volkswagen,Polo,Bez oštećenja,74,Da,210000,12003,Dizel,Manuelni,2011,4800
Ford,S-Max,Bez oštećenja,140,Da,261300,1999,Dizel,Manuelni,2008,4500
BMW,118,Bez oštećenja,122,Da,300000,2000,Dizel,Manuelni,2005,3700
Volkswagen,Passat,Bez oštećenja,104,Ne,277442,1600,Dizel,Manuelni,2012,7150
Audi,A3,Bez oštećenja,140,Da,380000,2000,Dizel,Manuelni,2004,2750
Audi,A4,Bez oštećenja,149,Da,250000,2000,Dizel,Automatski,2017,18950
Peugeot,2008,Bez oštećenja,130,Da,147000,1500,Dizel,Automatski,2020,17800
BMW,316,Bez oštećenja,116,Ne,294000,1998,Dizel,Automatski,2013,12000
BMW,318,Bez oštećenja,136,Ne,240000,1998,Dizel,Manuelni,2013,10400
Renault,Clio,Bez oštećenja,88,Da,232589,1500,Dizel,Manuelni,2011,4500
Opel,Corsa,Bez oštećenja,95,Ne,247000,1300,Dizel,Manuelni,2012,3999
Chevrolet,Aveo,Bez oštećenja,95,Da,228316,1248,Dizel,Manuelni,2011,3800
Opel,Corsa,Bez oštećenja,95,Ne,247000,1300,Dizel,Manuelni,2012,3999
Chevrolet,Aveo,Bez oštećenja,95,Da,228316,1248,Dizel,Manuelni,2011,3800
Nissan,Micra,Bez oštećenja,80,Da,116779,1198,Benzin,Automatski,2015,6000
Toyota,RAV 4,Bez oštećenja,178,Ne,156610,2487,Hibrid benzin,Automatski,2020,27990
Volkswagen,Golf 7,Bez oštećenja,149,Da,235400,2000,Dizel,Automatski,2014,11800
BMW,X1,Bez oštećenja,190,Da,151000,2000,Dizel,Automatski,2021,23200
Renault,Kangoo,Bez oštećenja,110,Da,212000,1500,Dizel,Manuelni,2019,9700
BMW,118,Bez oštećenja,122,Da,279545,2000,Dizel,Manuelni,2005,5000
Porsche,Cayenne,Bez oštećenja,245,Da,260000,3000,Dizel,Automatski,2013,27500
Peugeot,207,Bez oštećenja,73,Ne,162000,1360,Benzin,Manuelni,2012,4200
Mercedes Benz,ML 250,Bez oštećenja,204,Da,261690,2143,Dizel,Automatski,2011,19490
Renault,Scenic,Bez oštećenja,130,Da,262660,1600,Dizel,Manuelni,2013,7150
Volkswagen,Golf 4,Bez oštećenja,100,Da,222222,1600,Benzin+Plin,Manuelni,1999,1600
Renault,Captur,Bez oštećenja,90,Ne,160000,900,Benzin,Manuelni,2019,9990
Peugeot,208,Bez oštećenja,75,Ne,150000,1600,Dizel,Manuelni,2017,7690
Renault,Scenic,Bez oštećenja,110,Ne,185000,1500,Dizel,Automatski,2018,12390
Peugeot,2008,Bez oštećenja,99,Ne,180000,1600,Dizel,Automatski,2017,10999
Volkswagen,Passat,Bez oštećenja,140,Da,200000,2000,Dizel,Manuelni,2012,8000
Audi,A6,Bez oštećenja,231,Da,183000,2998,Hibrid dizel,Automatski,2020,44300
Audi,A6,Bez oštećenja,177,Ne,237000,2000,Dizel,Automatski,2012,14900
Nissan,Qashqai,Bez oštećenja,130,Da,1111111,1600,Dizel,Manuelni,2012,9150
BMW,420 Gran Coupe,Bez oštećenja,190,Da,260000,20,Dizel,Automatski,2015,19500
Mercedes Benz,GLE 500,Bez oštećenja,490,Ne,93996,3982,Hibrid benzin,Automatski,2020,69900
Mercedes Benz,320,Bez oštećenja,224,Da,190000,2987,Dizel,Automatski,2011,10190
Mercedes Benz,C 200,Bez oštećenja,120,Da,285000,2143,Dizel,Manuelni,2012,11700
Volvo,XC 90,Bez oštećenja,185,Da,295000,2400,Dizel,Automatski,2008,13500
Volkswagen,Passat CC,Bez oštećenja,170,Da,270000,2000,Dizel,Automatski,2010,8900
Volkswagen,Polo,Bez oštećenja,74,Da,209200,1400,Dizel,Manuelni,2014,6800
Renault,Megane,Bez oštećenja,119,Da,285000,1900,Dizel,Manuelni,2004,1499
Mercedes Benz,C 200,Bez oštećenja,136,Da,279800,2143,Dizel,Automatski,2011,10000
Volkswagen,Golf 6,Bez oštećenja,105,Ne,215325,1568,Dizel,Manuelni,2012,6950
Audi,A4 Allroad,Bez oštećenja,190,Da,231000,2000,Dizel,Automatski,2017,19999
Land Rover,Range Rover Velar,Bez oštećenja,241,Da,75000,2000,Dizel,Automatski,2017,44000
Nissan,Qashqai,Bez oštećenja,110,Ne,224000,1500,Dizel,Manuelni,2013,7350
Ford,Focus,Bez oštećenja,89,Da,330000,18,Dizel,Manuelni,2001,1650
Volkswagen,Golf 7,Bez oštećenja,104,Da,240000,1600,Dizel,Manuelni,2012,9595
Mercedes Benz,C 200,Bez oštećenja,136,Da,279800,2143,Dizel,Automatski,2011,10000
Volkswagen,Golf 6,Bez oštećenja,105,Ne,215325,1568,Dizel,Manuelni,2012,6950
Audi,A4 Allroad,Bez oštećenja,190,Da,231000,2000,Dizel,Automatski,2017,19999
Land Rover,Range Rover Velar,Bez oštećenja,241,Da,75000,2000,Dizel,Automatski,2017,44000
Nissan,Qashqai,Bez oštećenja,110,Ne,224000,1500,Dizel,Manuelni,2013,7350
Ford,Focus,Bez oštećenja,89,Da,330000,18,Dizel,Manuelni,2001,1650
Volkswagen,Golf 7,Bez oštećenja,104,Da,240000,1600,Dizel,Manuelni,2012,9595
Peugeot,3008,Bez oštećenja,224,Ne,179000,1600,Hibrid benzin,Automatski,2021,19800
Audi,Q7,Bez oštećenja,232,Da,313000,2967,Dizel,Tiptronik,2007,14950
Volkswagen,Passat,Bez oštećenja,120,Da,197000,1598,Dizel,Automatski,2018,14400
Dacia,Duster,Bez oštećenja,105,Ne,250000,1500,Dizel,Manuelni,2012,880
Toyota,Avensis Verso,Bez oštećenja,130,Da,220000,2000,Dizel,Manuelni,2022,3999
Volkswagen,Passat Alltrack,Bez oštećenja,190,Da,214000,2000,Dizel,Automatski,2019,20700
Volkswagen,Golf 7,Bez oštećenja,110,Ne,260000,16,Dizel,Manuelni,2015,11700
Audi,A3,Bez oštećenja,105,Da,220000,19,Dizel,Automatski,2008,6000
Mercedes Benz,A 180,Bez oštećenja,109,Ne,321000,1800,Dizel,Manuelni,2005,1750
Audi,Q5,Bez oštećenja,163,Ne,220000,2000,Dizel,Automatski,2015,16950
Audi,Q5,Bez oštećenja,190,Ne,246000,1968,Dizel,Automatski,2019,29500
BMW,318,Bez oštećenja,149,Da,256900,2000,Dizel,Manuelni,2015,11900
Volkswagen,Polo Cross,Bez oštećenja,89,Ne,235212,1600,Dizel,Manuelni,2012,7300
Ford,Fiesta,Bez oštećenja,95,Ne,232141,1600,Dizel,Manuelni,2011,4400
Škoda,Fabia,Bez oštećenja,74,Ne,242121,1200,Dizel,Manuelni,2012,4150
Citroen,C3,Bez oštećenja,92,Ne,237812,1600,Dizel,Manuelni,2011,4700
Opel,Corsa,Bez oštećenja,95,Ne,236212,1300,Dizel,Manuelni,2011,4550
Mercedes Benz,E 220,Bez oštećenja,195,Da,328000,2000,Dizel,Automatski,2019,20000
Nissan,Qashqai,Bez oštećenja,110,Ne,240000,1500,Dizel,Manuelni,2011,8250
Smart,forFour,Bez oštećenja,90,Da,169000,898,Benzin,Automatski,2016,8000
Toyota,Verso,Bez oštećenja,123,Ne,270000,2000,Dizel,Manuelni,2013,9300
Mazda,2,Bez oštećenja,68,Da,255000,1400,Dizel,Manuelni,2008,4250
Renault,Megane,Bez oštećenja,82,Da,294000,1500,Dizel,Manuelni,2003,1500
Toyota,Land Cruiser,Bez oštećenja,190,Da,265000,3000,Dizel,Manuelni,2012,29900
Audi,A3,Bez oštećenja,140,Da,241000,2000,Dizel,Automatski,2011,8350
Volkswagen,Golf 3,Bez oštećenja,100,Da,300000,1600,Benzin+Plin,Manuelni,1995,1400
Renault,Scenic,Bez oštećenja,110,Ne,190000,1496,Dizel,Automatski,2012,6900
Mazda,2,Bez oštećenja,74,Da,118000,1300,Benzin,Manuelni,2008,3500
Mercedes Benz,S 350,Bez oštećenja,285,Da,250000,3500,Benzin,Automatski,2007,12500
Toyota,Verso,Bez oštećenja,123,Ne,270000,2000,Dizel,Manuelni,2013,9300
Mazda,2,Bez oštećenja,68,Da,255000,1400,Dizel,Manuelni,2008,4250
Renault,Megane,Bez oštećenja,82,Da,294000,1500,Dizel,Manuelni,2003,1500
Toyota,Land Cruiser,Bez oštećenja,190,Da,265000,3000,Dizel,Manuelni,2012,29900
Audi,A3,Bez oštećenja,140,Da,241000,2000,Dizel,Automatski,2011,8350
Volkswagen,Golf 3,Bez oštećenja,100,Da,300000,1600,Benzin+Plin,Manuelni,1995,1400
Renault,Scenic,Bez oštećenja,110,Ne,190000,1496,Dizel,Automatski,2012,6900
Mazda,2,Bez oštećenja,74,Da,118000,1300,Benzin,Manuelni,2008,3500
Mercedes Benz,S 350,Bez oštećenja,285,Da,250000,3500,Benzin,Automatski,2007,12500
Ford,Fusion,Bez oštećenja,68,Da,333333,1400,Dizel,Manuelni,2003,2999
Volvo,V60,Bez oštećenja,215,Ne,242200,2400,Dizel,Automatski,2015,13300
Volkswagen,Passat,Bez oštećenja,149,Da,243555,2000,Dizel,Automatski,2015,13500
